NEWID	SPECIMEN_ID	COLLECTOR	NUMBER	ADDCOLL_LABEL	HERBARIOS	COLLDD	COLLMM	COLLYY	LABEL_NAME	NOME	GENUS	SP1	ESPECIE_ARTIGO	DETBY	DETMONTH	DETYEAR	OLDDETS	TAXON_NOTES	VERNACULAR	CLADO	ITS_TIP	CPDNA_TIP	NOTA_DE_HABITAT	NOTA_DE_SOLO	HABITOSTD	PLANT_DAP_CM	PLANT_HEIGHT_M	FERT	LABEL_NOTES	ALTITUDE_EST	ALTI_RANGE	LATITUDE	LONGITUDE	COORD_REF	COUNTRY	PROVINCE	MUNICIPIO	MINORAREA	NOTAS_LOCALIDADE	END
SCH467	Schom_467	Schomburgk, Robert	467		BM; F; P	30	11	1836	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006		date and locality taken from van Dam 2002		Puberula								Flower		3		1.068488	-57.9052777778	map to campina along the coast	Guyana	Essequibo Islands-West Demerara	Rising Sun / Profit	Warrewarrema	Warrewarrema [along the coast]	endofline
PIR14810	Pires_14810	Pires, J.M.	14810	Leite, P.	INPA	29	6	1974	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1974				Puberula			Caatinga	arenosos	Tree		3	Estéril	Flores esverdeadas (cálice).	96		0.0241666667	-60.7	GNDB - Bacabal	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Rodovia Perimetral Norte, 53 km de Caracaraí para Amapá, Caatinga do Anauá	endofline
VIC1723	Vicen_1723	Vicentini, A.	1723		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Small tree	3	3	Estéril	4 troncos. Estéril.	82		0.3294444444	-60.5213888889	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
VIC1728	Vicen_1728	Vicentini, A.	1728		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Small tree		3.5	Flower-old	com 3 troncos, 3 m de altura x < 6 cm DAP. Estéril.	83		0.3308333333	-60.5213888889	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
VIC1727	Vicen_1727	Vicentini, A.	1727		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Shrub	1	1	Estéril	Borda da área aberta com abacaxi. Estéril.	83		0.3311111111	-60.5211111111	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
VIC1721	Vicen_1721	Vicentini, A.	1721		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Tree	5	5	Estéril	Com 9 troncos. Copa arredondada com 4 m de diâmetro. Estéril.	85		0.3302777778	-60.5208333333	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
VIC1725	Vicen_1725	Vicentini, A.	1725		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Tree		6.4	Estéril	Com 8 troncos, 5 m x < 3 cm diâmetro. Borda da mata em área aberta com muito abacaxi. Estéril.	86		0.3288888889	-60.5213888889	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
VIC1722	Vicen_1722	Vicentini, A.	1722		INPA	6	8	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2000				Puberula			Campinarana baixa (ca. 15 m de dossel), densa, com áreas mais abertas de solo exposto, com muitos montículos de terra processada por minhocas e Cladonia. Matayba, Richeria, Ocotea sp. G, Annonaceae, abacaxi pequeno, Clusia, Macrolobium, Peltogyne, etc.	arenoso	Shrub	2	1.5	Estéril	Borda da campinarana para área aberta e recém queimada. Copa elíptica de 1 m de altura x 50 cm de diâmetro. Estéril.	93		0.3297222222	-60.5208333333	GPS	Brasil	Roraima	Rorainópolis	BR-174 Manaus-Caracaraí	Campina do alojamento, margem da BR-174, alguns km ao N da linha do Equador	endofline
BEN1308	Benoi_1308	Benoist, R.	1308		P	20	11	1914	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Charvieur	2	1914				Guianensis					Shrub		3.5			13		4.5866666667	-52.3066666667	map to campina along the coast	Guyane Française	Cayenne	Roura			endofline
SER5124	Servi_5124	Service forestier	5124		P	26	11	1950	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1978				Puberula				sables blances				Flower	Fleur blanches	6		4.1764	-54.0333333333	GNDB - Saint Laurent-du-Maroni	Guyane Française	Saint-Laurent-du-Maroni	Saint Laurent-du-Maroni			endofline
SER5051	Servi_5051	Service forestier	5051		P	16	1	1950	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1978				Puberula				sables blances				Fruit		6		4.1764	-54.0333333333	GNDB - Saint Laurent-du-Maroni	Guyane Française	Saint-Laurent-du-Maroni	Saint Laurent-du-Maroni		Malgaaber	endofline
MEL337	Mélin_337	Mélinon, M.	337		BM; P	30	11	1861	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006		Same sheet as Schomburgk 467		Guianensis								Fruit		 		4.1764	-54.0333333333	GNDB - Maroni	Guyane Francaise	Saint-Laurent-du-Maroni	Saint Laurent-du-Maroni			endofline
DUC1670	Ducke_1670	Ducke, A.	1670		F; MO?; US	15	12	1944	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1963				Guianensis			In sabulosis maritimis juxta Rhizophoras loco aetiose.		Shrub		2	Flower	Floribus albis.	1		-0.6166666667	-47.3333333333	GNDB - Salinas	Brasil	Pará	Salinópolis			endofline
RIBSN	Ribei_SN	Ribeiro, A.J.	SN		HALCB	18	10	1995	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower-old		1		-12.7833333333	-38.65	USGS - Ilhas dos Frades	Brasil	Bahia	Salvador	Ilha dos Frades	Ilha dos Frades	endofline
PEN173	Peña,_173	Peña, M.	173	Foster, R.	MO; NY	23	5	1991	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Foster, R.	 	1992				Guianensis			Bosque inundado y pantanoso, 5-30 m de altura, la parte mas alta dominado por Qualea.		Small tree		6	Flower;Fruit	Pedúnculos rojos; frutos inmaduros.	 		-13.55	-61	LABEL	Bolivia	Santa Cruz - José Miguel de Velasco	San Ignacio de Velasco	Parque Nacional Noel Kempff M.	Parque Nacional Noel Kempff M. Campamento Flor de Oro. Margen del Rio Iténez (Guaporé); frontera con Rondônia; ~ 20 km N del Serrania de Huanchaca; ~ 2 km suroeste de la pista. 	endofline
MIL1187	Miles_1187	Mileshi, E.	1187		IBGE	10	11	1977	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Fonseca, A.M.C.S.	9	1978				Guianensis					Shrub		0.6	Flower	Flor branca.	304.5		-10.3	-52.5666666667	LABEL	Brasil	Mato Grosso	Santa Cruz do Xingu		RADAM SC.22-YB PT 02	endofline
PRA15444	Pranc_15444	Prance, G.T.	15444	Maas, P.J.M.; Woolcott, D.B.; Monteiro, O.P.; Ramos, J.F.	F; INPA; MO; NY	20	10	1971	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1977				Puberula			campina	white-sand	Shrub		1	Fruit	Crololla green-yellow, young fruit dark green.	48		-0.6544444444	-65.4333333333	MAP	Brasil	Amazonas	Santa Isabel do Rio Negro	Campina do Dodono	Rio Negro. Rio Uneiuxi, 35 km above mouth. Campina do Dodono.	endofline
VIC2146	Vicen_2146	Vicentini, A.	2146	Boubli, J.P.; Pontual, F.; Naka, L.	INPA; MO	3	12	2003	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis			Campinarana baixa densa com Humiria, Mezilaurus itauba, Cybianthus, Humirasthrum, Clusia	areia branca não inundavel, dunas	Tree	8	2	Flower; Fruit	Subbosque. Flores brancas e frutos verdes. Planta sem resina. 	51		-0.5225	-64.9344444444	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	rio Ayuana	Dunas em restinga (peninsula) proxima a foz do Rio Ayuana	endofline
TMS118	TMS_118	TMS	118		INPA	5	6	1990	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	8	2001				Guianensis			Savana	arenoso	Tree		4	Fruit	Fruto imaturo verde, maduro preto.	64.5		-3.1333333333	-55.25	LABEL	Brasil	Pará	Santarém			endofline
DAV17529	David_17529	Davidse, G.	17529		INPA; MO; NY; UNB	29	3	1980	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1981				Guianensis			savana	white-sand				Fruit		50		-1.05	-48.1166666667	LABEL	Brasil	Pará	Santo Antônio do Tauá	PA-140	Espirito Santo do Taua. 36 km SE of Vigia along PA-140 to Belém	endofline
DAV17702	David_17702	Davidse, G.	17702	Rosa, N.A.; Rosario, C.S.; Silva, M.G.	NY	31	3	1980	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1981				Guianensis			Shrub island in open treeless savanna dominated by Lagenocarpus.	white sand	Shrub		3	Fruit	Rachis and calyx dark red; fruit green.	50		-0.9166666667	-48.0666666667	LABEL	Brasil	Pará	São Caetano de Odivelas	Campina do Palha	Perseveranca. 9 km SE of Vigia, along highway (PA-140) to Belém. Campinas de Palha.	endofline
MIL32	Miles_32	Miles Moss, A.	32		F; US	30	11	1928	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		23		-0.8730555556	-47.9966666667	map not precise	Brasil	Pará	São João da Ponta			endofline
KRU11820	Kruko_11820	Krukoff, B.A.	11820		NY	30	11	1939	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1963				Guianensis			Campinarana		Shrub		4.5	Flower-old		1.75		-2.5166666667	-44.2666666667	GNDB - Sao Luis	Brasil	Maranhão	São Luís	Rozario	Rozario, São Simão	endofline
SOB4581	Sobel_4581	Sobel. G.L.	4581	Strudwick, J.; Silva, M.G.; Rosario, C.S.; Baia, R.P.; Vasconcelos, P.S.; Anderson, A.B.	F; MO; NY	15	10	1984	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Boom, B.	 	1988				Guianensis			Open savanna, edge of campo		Tree		4	Flower	Flower buds green, white when mature.	3.5		-1.3583333333	-49.7272222222	MAP	Brasil	Pará	São Sebastião da Boa Vista	Rio Pracuuba-mirim	2 km from river Pracuuba-mirim. Ca. 1 hour by boat upstream from São Sebastião da Boa Vista.	endofline
NAS179	Nasci_179	Nascimento, A.F.S.	179	Guedes, M.L.; Santos, O.M.; Bastos, S.V.B.; Silva, M.B.	CEPEC; HALCB	20	10	1998	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Nascimento, A.F.S,	11	1998				Guianensis			Restinga alagada e mata ciliar		Shrub		1.8	Flower	Folhas coriáceas, discolores. Inflorescências com flores de cálice verde, pétalas alvas. Fruto imaturo verde-amarelado. Ocasional.	37		-12.5125	-38.4952777778	IBGE - S.S. do Passé	Brasil	Bahia	São Sebastião do Passé	Caraiba Metais	Litoral Norte, Ponto 1, ao lado da Caraiba Metais.	endofline
PIR16449	Pires_16449	Pires, J.M.	16449	Santos, M.R.	F; NY	4	8	1978	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Rosa, N.A.	 	1978				Guianensis			Cerrado		Shrub		2	Bud		590.25		-13.8333333333	-58.9166666667	LABEL (at F)	Brasil	Mato Grosso	Sapezal		RADAMBRASIL; FOLHA SD21-YC; PONTO 28	endofline
BAU835	Bauti_835	Bautista, H.P.	835	Pinto, G.C.P.	IBGE	14	7	1983	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Delprete, P.	9	1997				Guianensis			Savana gramíneo-lenhosa (campo litorâneo), solo arenoso.		Shrub		1	Flower	Flores branco-amareladas com as pétalas internamente pilosas. Frequente.	5.5		-12.8	-38.35	LABEL	Brasil	Bahia	Simões Filho		Rodovia que liga a BA-099 (Estrada do Côco) à Vila Parafuso. SD.24-X-A PT07	endofline
PIP9685	Pipol_9685	Pipoly, J.J.	9685		MO; NY; P; US	21	1	1987	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1989				Puberula			Scrub forest and savanna	white sand				Fruit		30		4.1704	-58.2333333333	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	Timehri aiport	between Dora and Maibia Creek;	endofline
HAH3927	Hahn,_3927	Hahn, W.	3927	Tiwari, S.; Ameer, M.	NY; US	18	3	1988	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1989				Puberula			Forest patches		Small tree		6	Flower	Corolla white.	20	10-30	6.4166666667	-58.25	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	Timehri aiport	Along Soesdyke-Linden Hwy from Timehri Airpots to Kuru-Kuru Creek.	endofline
DAV0619	Davis_0619	Davis, D.H.	619		NY	31	12	1967	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1971				Puberula			Dakama (Dimorphandra) scrub		Shrub		2	Fruit	Fruits green, turning black.	2		4.1765	-58.2833333333	map - timehri	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	Timehri aiport	Atkinson-Mackenzie highway.	endofline
HOF715	Hoffm_715	Hoffman, B.	715		MO	3	1	1992	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Taylor, C.M.	 	1994				Puberula			Sclerophyllous forest (Wallaba-Kurukalli)	whites sand				Fruit		15		6.3833333333	-58.2333333333	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	Timehri aiport	Linden Hwy., 6 km S of Kuru-Kuru Creek.	endofline
PIP9160	Pipol_9160	Pipoly, J.J.	9160		MO; NY; P	19	1	1987	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Taylor, C.M.	 	 				Puberula			Savannas	sandstone, white sand				Flower		25		6.3333333333	-58.25	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	Timehri aiport	Linden-Soesdyke Hwy. 16 mi S of Georgetown, W of Swan Settlement.	endofline
TAY12079	Taylo_12079	Taylor, C.M.	12079	Distler, T.	MO	20	5	1997	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Puberula										5		6.4986111111	-58.2191666667	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway		EPILOC252	endofline
CLA780	Clark_780	Clarke, D.	780		MO	14	1	1996	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Taylor, C.M.	 	1999				Puberula			Moori scrub (Humiria) vegetation	white sand	Shrub		3	Flower	Shrub, 3 m; sepals green, petals white	4		6.309	-58.139	WEBSITE	Guyana	East Berbice-Corentyne	St. Cuthberts	CEIBA center	CEIBA environmental Center, adjacent to Soesdyke-Linden Highway, property of Godfrey Bourne	endofline
STE20154	Stewa_20154P	Steward, W.C.	20154P	Ramos, J.F.	INPA; MO; NY; P; US	5	1	1974	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1976				Guianensis			Low forest on terra firme		Tree		6	Flower	Calyx green with white pubescence. Pistil white.	84.5		-5.7636111111	-62.3636111111	MAP	Brasil	Amazonas	Tapauá	BR-319 Manaus-Porto Velho	Manaus-Porto Velho Highway. km 250, behind road Camp Igapó Açu.	endofline
PER137	Persu_137	Persuad, A.C.	137		F; NY	31	8	1924	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1963				Puberula			Sandhill in forest	sand	Shrub		2	Fruit		1		6.5666666667	-58.2166666667	GNDB - Coverden	Guyana	East Berbice-Corentyne	Te Huist Coverden / Soesdyke	Coverden	Coverden	endofline
PLO9603	Plowm_9603	Plowman, T.	9603	Rosa, N.A.; Rosário, C.S.	F; INPA; MO; NY; UNB	15	3	1980	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1981				Guianensis			Campinarana, low forest	white sand	Shrub		3	Fruit	Corolla white. Fruits immature, green.	90		-3.8666666667	-49.7333333333	LABEL	Brasil	Pará	Tucuruí	Represa Tucuruí	25 km south of Damp, BR422 to Breu Branco.	endofline
DAL1078	Daly,_1078	Daly, D.C.	1078	Callejas, R.; Silva, M.G. da; Taylor, E.L.; Rosário, C.; Santos, M.R. dos	F; IBGE; INPA; MO; NY	30	10	1981	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis			Campina and campinarana.	white-sand	Shrub		2	Flower	Flowers white. Occasional in the area.	22		-3.9666666667	-49.6333333333	LABEL	Brasil	Pará	Tucuruí	Represa Tucuruí	25 km S of Tucurui on old BR422, at junction with old railroad bed.	endofline
ARB7144	Arbo,_7144	Arbo, M.M.	7144	Jardim, J.G.; Ferrucci, M.S.; de Sant'Ana, S.C.	CEPEC; MBM; NY	13	1	1997	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Delprete, P.	 	1997				Guianensis			Restinga		Shrub		2	Flower	Hojas discolores, flores blancas fragantes.	100		-13.35	-39.05	LABEL	Brasil	Bahia	Valença	Estrada Valença-Nazaré	Camino a Gauibim, a 3 km de la rodovia Valença-Nazaré	endofline
SAN2624	Santo_2624	Santos, T.S.	2624		CEPEC; US	8	6	1973	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1990				Guianensis			Restinga		Shrub		2	Flower	Flor branca, fruto verde.	39.75		-13.35	-39.05	OTHER LABEL FROM SAME SITE	Brasil	Bahia	Valença	Estrada Valença-Nazaré	3 km de para Guaibim	endofline
FIA2344	Fiasc_2344	Fiaschi, P.	2344	Amorin, A.M.; Jardim, J.G.; Paixão, J.L.	CEPEC; MO	26	6	2004		Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis					Tree		12	Fruit	Folhas discolores. Frutos verde-escuros com cálice avermelhado.	93.75		-13.3288888889	-39.0902777778		Brasil	Bahia	Valença	Estrada Valença-Nazaré	Estrada de Valença para Guaibim, ca. 2 km. Ramal à esquerda, 8 km. Ramal vicinal à esq., ca. 1 km. RPPN Água Branca. 	endofline
GUE6616	Guede_6616	Guedes, M.L.	6616		HALCB	12	11	1996	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Guedes, M.L.	11	1996				Guianensis			Mata próxima ao rio.		Shrub		2	Fruit	Folhas cartáceas, discolores. Frutos imaturos verdes.	1		-12.949798	-38.619696	LABEL	Brasil	Bahia	Vera Cruz	Aratuba	Aratuba	endofline
CUR115	Curra_115	Curran, H.M.	115		F; NY; US	4	5	1918	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Steyermark, A.	 	1963			Canela-de-véu	Guianensis								Flower		1.5		-12.9833333333	-38.75	USGS - Ilha da cal	Brasil	Bahia	Vera Cruz			endofline
SIL57	Silva_57	Silva, M.N.	57	Sena, T.S.N.	HUEFS; US	25	4	1997	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	6	2000				Guianensis					Shrub		1	Fruit	Folhas coriáceas discolores. Flores com tépalas vermelhas externamente, internamente esverdeada. Frutos imaturos verdes-escuros.	1		-13.1	-38.7833333333	USGS - Berlinque/Catú	Brasil	Bahia	Vera Cruz	Estrada para Catú	Cacha Pregos. Estrada para Catú	endofline
DUA9773	Duart_9773	Duarte, A.P.	9773		NY	11	6	1966	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Pereira, E.	7	1976				Guianensis				arenoso	Shrub		3	Fruit		1		-0.8	-48.1333333333	GNDB - Vigia	Brasil	Pará	Vigia	PA-140	5 km	endofline
EGL1599	Egler_1599	Egler, W.A.	1599	Rodrigues, W.A.	INPA	4	4	1961	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Rodrigues, W.A.	4	1961				Guianensis			Campina	arenoso	Shrub		3	Flower	Corola branca.	1		-0.8	-48.1333333333	GNDB - Vigia	Brasil	Pará	Vigia	Campina do Palha	Campina do Palha	endofline
TEI46	Teixe_46	Teixeira, L.O.A.	46		INPA	15	10	1978	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Silva, M.G.	 	1979				Guianensis			Capoeira		Shrub		3	Bud		1		-0.8	-48.1333333333	GNDB - Vigia	Brasil	Pará	Vigia	Campina de São Benedito	Perto da Campina de São Benedito	endofline
DAL927	Daly,_927	Daly, D.C.	927	Campbell, D.G.; Silva, A.S.; Silva, M.G. da; Bahia, R.P.; Sandos, M. dos	F; IBGE; INPA; MO; NY	13	11	1980	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis			Dense campina		Tree		3	Flower	Low-branching plant. Flowers yellowish green-pubescent within, green without.	1.5		-0.8727777778	-48.1091666667	MAP	Brasil	Pará	Vigia	BR-018	BR018, ca. 6 km S of Vigia.	endofline
ROD1225	Rodri_1225	Rodrigues, W.A.	1225		INPA	19	7	1959	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis			Campina	arenoso	Shrub		1.5	Fruit	Cálice vermelho, frutos verdes.	1		-0.8	-48.1333333333	GNDB - Vigia	Brasil	Pará	Vigia	Campina do Palha	Campina do Palha	endofline
CID11815	Cid  _11815	Cid  Ferreira, C.A.	11815		INPA	 	 	 		Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis										1		-0.8333333333	-48.1166666667	getty - vigia	Brasil	Pará	Vigia			endofline
AUB196	Aubre_196	Aubreville, A.	196		P	6	4	1961	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis					Shrub		2			1		-0.8	-48.1333333333	GNDB - Vigia	Brasil	Pará	Vigia	PA-140	Route de Belém á Viguié.	endofline
VIC1672	Vicen_1672	Vicentini, A.	1672		INPA	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Campinarana baixa (4-6 m de dossel) e densa de arvoretas finas (onde ocorre Pagamea), circundada por uma campinarana alta (20-25 m), solo de areia branca enegrecida por matéria orgânica. Emmotum, Heisteria, Scheflera, Roupala, Myrtaceae, Allamanda	arenoso cinza escuro.	Small tree	1	1	Fruit	2 troncos. FR - poucos frutos na planta.	515		-12.7305555556	-60.1905555556	GPS	Brasil	Rondônia	Vilhena	BR-364	Ramal a esquerda no km 3-4 da BR Vilhena-Porto Velho, entrada para o Balneário do Raimundo, ao longo da margem esquerda do ramal.	endofline
VIC1669	Vicen_1669	Vicentini, A.	1669		INPA	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Campinarana baixa (4-6 m de dossel) e densa de arvoretas finas (onde ocorre Pagamea), circundada por uma campinarana alta (20-25 m), solo de areia branca enegrecida por matéria orgânica. Emmotum, Heisteria, Scheflera, Roupala, Myrtaceae, Allamanda	arenoso cinza escuro.	Small tree	1	2	Flower; Fruit	Três indivíduos numa área de 5 m2, provavelmente pequeno grupo clonal. Apenas o tronco coletado com flores e botões. FL - brancas. FR - disformes, galhosos e verdes.	537		-12.7288888889	-60.1905555556	GPS	Brasil	Rondônia	Vilhena	BR-364	Ramal a esquerda no km 3-4 da BR Vilhena-Porto Velho, entrada para o Balneário do Raimundo, ao longo da margem esquerda do ramal.	endofline
VIC1667	Vicen_1667	Vicentini, A.	1667		INPA	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Campinarana baixa (4-6 m de dossel) e densa de arvoretas finas (onde ocorre Pagamea), circundada por uma campinarana alta (20-25 m), solo de areia branca enegrecida por matéria orgânica. Emmotum, Heisteria, Scheflera, Roupala, Myrtaceae, Allamanda	arenoso cinza escuro.	Small tree	4	2.5	Fruit	Copa elliptica vertical, 1.5 m de altura x 1 m de largura. Ritidoma cinza, fissurado. Pagamea não é tão comum nesse local, poucos indivíduos (apenas três em 500 m de trilha). FR - muitos frutos na planta, a maioria maduros,mas apresentando inflorescências com flores velhas.	582		-12.7286111111	-60.1905555556	GPS	Brasil	Rondônia	Vilhena	BR-364	Ramal a esquerda no km 3-4 da BR Vilhena-Porto Velho, entrada para o Balneário do Raimundo, ao longo da margem esquerda do ramal.	endofline
VIC1674	Vicen_1674	Vicentini, A.	1674		MO	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Tabuleiro arenoso, campina aberta.	arenoso cinza escuro.	Small tree	1	1	Estéril		483		-12.3916666667	-60.6197222222	GPS	Brasil	Rondônia	Vilhena	BR-364	BR Vilhena-Porto Velho, margem esquerda da estrada, ca. 30 km de Vilhena.	endofline
